registration,make,model,primaryColour,fuelType
BO55PFZ,"LAND ROVER","RANGE ROVER SPORT",Grey,Diesel
BO55PHG,PORSCHE,macan,Black,Petrol
BO55PLJ,MERCEDES-BENZ,S-Class,Grey,Diesel
BO55PMS,VOLKSWAGEN,AMAROK,Black,Diesel
BO55POM,VAUXHALL,VECTRA,Blue,Diesel
BO55PRS,"LAND ROVER","RANGE ROVER FIFTY D MHEV AUTO",Black,Diesel
BO55PWS,VOLKSWAGEN,AMAROK,Black,Diesel
BO55RBY,MAZDA,2,Silver,Petrol
BO55RCS,LEXUS,GS450H,White,"Hybrid Electric (Clean)"
BO55RNC,FORD,"TRANSIT CUSTOM 300LMTD EBLUE A",Silver,Diesel
BO55RRC,MERCEDES-BENZ,SPRINTER,White,Diesel
BO55RRG,"LAND ROVER","RANGE ROVER SPORT",Black,Petrol
BO55RVB,AUDI,A5,Blue,Diesel
BO55RWM,BENTLEY,CONTINENTAL,White,Petrol
BO55SAU,PORSCHE,"CAYENNE V6 E-HYBRID AUTO",Grey,"Hybrid Electric (Clean)"
BO55SDP,MINI,"C-MAN COOPER S E ALL4 CLASSC A",Silver,"Hybrid Electric (Clean)"
BO55SMV,PORSCHE,"TAYCAN TURBO",White,Electric
BO55SNJ,NISSAN,NAVARA,Black,Diesel
BO55SRG,TOYOTA,UNKNOWN,White,Petrol
BO55SUZ,SEAT,LEON,Grey,Diesel
BO55TFY,AUDI,"E-TRON GT QUATTRO",Green,Electric
BO55TSC,BMW,"IX3 PREMIER EDITION",Blue,Electric
BO55UCG,FORD,"TRANSIT CUSTOM 300LMTD EBLUE A",Blue,Diesel
BO55UFT,"LAND ROVER","RANGE ROVER SPORT",Silver,Petrol
BO55UNC,MERCEDES-BENZ,S-Class,Black,Diesel
BO55UUN,AUDI,TT,White,Petrol
BO55VAD,BMW,M4,Blue,Petrol
BO55VDV,BENTLEY,CONTINENTAL,White,Petrol
BO55VLW,AUDI,"Q3 SPORT 35 TFSI",White,Petrol
BO55VRG,CHEVROLET,CAPTIVA,Grey,Diesel
BO55VTA,NISSAN,QASHQAI,Grey,Petrol
BO55WRB,MITSUBISHI,L200,White,Diesel
BO55WSG,MERCEDES-BENZ,ML,Silver,Diesel
BO55YBX,"LAND ROVER","RANGE ROVER SPORT",Black,Diesel
BO55YCP,JAGUAR,F-PACE,Black,Petrol
BO55YJC,"LAND ROVER","RANGE ROVER VELAR R-DYN S A",Black,Petrol
BO55YSG,AUDI,TT,Blue,Petrol
BO55ZAN,VOLKSWAGEN,TIGUAN,Silver,Diesel
BO55ZOU,MERCEDES-BENZ,GLC,Black,Diesel
BO55ZRA,MERCEDES-BENZ,E,Black,Petrol
BO55ZSM,VOLKSWAGEN,GOLF,Blue,Petrol
BO55ZZR,KAWASAKI,"ZX 1400 A7F",Black,Petrol
BO55JVR,AUDI,Q7,Grey,Diesel
BO55XDJ,VAUXHALL,CORSA,Silver,Petrol
BO55YDA,"LAND ROVER","DEFENDER XDYNAMIC HSE D MHEV A",Red,Diesel
BO55DBD,VOLKSWAGEN,"TIGUAN R-LINE TSI S-A",Silver,Petrol
BO55ULM,PORSCHE,CAYENNE,Purple,Petrol
BO55NZR,FORD,"TRANSIT CUSTOM 300LIMITD EBLUE",White,Diesel
BO55GVG,VAUXHALL,CORSA,Grey,Petrol
BO55JNU,FERRARI,"F8 TRIBUTO S-A",Red,Petrol
BO55ZSN,SEAT,IBIZA,Blue,Petrol
BO55JCL,PORSCHE,"MACAN T S-A",Grey,Petrol
BO55EKG,BMW,"X4 M40I MHEV AUTO",Black,"Hybrid Electric (Clean)"
BO55HPJ,VAUXHALL,"VIVARO 2900 DYNAMIC S/S",White,Diesel
BO55XTX,AUDI,"A3 S LINE 35 TFSI MHEV S-A",Blue,Petrol
BO55BDK,FORD,FOCUS,Grey,Petrol
BO55CXS,FORD,FOCUS,White,Petrol
BO55MVC,FORD,FLEX,Blue,Petrol
BO55WLX,VOLKSWAGEN,T-ROC,Grey,Petrol
BO55OFK,RENAULT,MEGANE,Grey,Petrol
BO55LRC,AUDI,A3,Grey,Petrol
BO55ABO,"SMART (MCC)",FORFOUR,White,Petrol
BO55AJA,BMW,"3 SERIES",Blue,Diesel
BO55ATN,BMW,M4,Orange,Petrol
BO55BAL,"LAND ROVER","DEFENDER X-DYNAMIC SE D MHEV A",Black,Diesel
BO55BJU,VOLVO,"XC90 INSCRIPTION T6 AWD AUTO",White,Petrol
BO55BKY,AUDI,A6,Blue,Diesel
BO55BMD,MERCEDES-BENZ,E,White,Diesel
BO55CAL,FORD,TRANSIT,Red,Diesel
BO55DER,JAGUAR,"F-TYPE FIRST EDITION I4 AUTO",Black,Petrol
BO55DOF,"LAND ROVER","DISCOVERY RDYNAMIC SE D MHEV A",Blue,Diesel
BO55DPN,AUDI,A4,Grey,Diesel
BO55DRN,TOYOTA,HILUX,Black,Diesel
BO55DTC,NISSAN,NAVARA,Grey,Diesel
BO55DTH,"LAND ROVER","DISCOVERY HSE SD6 AUTO",Grey,Diesel
BO55EAG,"LAND ROVER",DISCOVERY,Black,Diesel
BO55EEP,AUDI,Q5,White,Petrol
BO55EGC,FORD,RANGER,Black,Diesel
BO55ESF,MINI,MINI,Red,Petrol
BO55ETZ,BMW,120,Silver,Diesel
BO55EWS,VAUXHALL,MOVANO,Silver,Diesel
BO55FRG,VOLVO,S60,Blue,Diesel
BO55FSH,BMW,X5,Grey,Diesel
BO55FTD,RENAULT,TRAFIC,Grey,Diesel
BO55GAJ,"LAND ROVER","DEFENDER SE D MHEV AUTO",Green,Diesel
BO55GEA,VOLKSWAGEN,AMAROK,White,Diesel
BO55GEP,MITSUBISHI,ASX,Black,Petrol
BO55GFR,BMW,"IX M60",Black,Electric
BO55GSS,AUDI,"A3 S LINE 35 TFSI",Black,Petrol
BO55GTZ,MERCEDES-BENZ,E,Red,Diesel
BO55GWP,FORD,EDGE,White,Diesel
BO55GXU,"LAND ROVER","RANGE ROVER SPORT",Grey,Diesel
BO55HBT,MERCEDES-BENZ,UNKNOWN,Blue,Diesel
BO55HCT,"DAF TRUCKS",UNKNOWN,White,Diesel
BO55HDS,FORD,RANGER,Blue,Diesel
BO55HMW,"LAND ROVER","RANGE ROVER SPORT",Grey,Diesel
BO55HRU,AUDI,"A3 S LINE 35 TFSI MHEV S-A",Black,Petrol
BO55HRV,AUDI,TT,Black,Diesel
BO55HWR,FORD,TRANSIT,White,Diesel
BO55HWS,"HARLEY DAVIDSON","XL 883L SPORTSTER",Black,Petrol
BO55JCP,NISSAN,NAVARA,Black,Diesel
BO55JKG,AUDI,"S3 TFSI QUATTRO S-A",Blue,Petrol
BO55KDD,"LAND ROVER","R ROVER SPORT HSE DYN D MHEV A",Black,Diesel
BO55KFV,TOYOTA,PRIUS,Red,Electric
BO55KLX,"LAND ROVER","RANGE ROVER EVOQUE",White,Diesel
BO55KNL,FORD,RANGER,White,Diesel
BO55KPG,BMW,"X7 XDRIVE40D M SPORT MHEV AUTO",Grey,"Electric Diesel"
BO55KSU,FERRARI,F430,Red,Petrol
BO55KXH,"LAND ROVER","RANGE ROVER SPORT",Black,Diesel
BO55LGH,PIAGGIO,VESPA,Blue,Petrol
BO55LHO,MERCEDES-BENZ,E,Black,Diesel
BO55LJJ,TOYOTA,GT86,White,Petrol
BO55LKJ,BMW,316,White,Diesel
BO55LLC,UNKNOWN,UNKNOWN,Grey,Petrol
BO55LPL,"LAND ROVER","RANGE ROVER",Black,Diesel
BO55LRD,AUDI,A5,Black,Petrol
BO55LSF,MERCEDES-BENZ,GLE,Black,Diesel
BO55LTK,PORSCHE,CAYENNE,Black,Petrol
BO55LWN,AUDI,S3,Blue,Petrol
BO55MBX,BMW,420,Black,Diesel
BO55MGT,MITSUBISHI,OUTLANDER,White,"Hybrid Electric (Clean)"
BO55MPY,FORD,TRANSIT,Grey,Diesel
BO55MWN,FORD,RANGER,White,Diesel
BO55MXY,BMW,435,Black,Diesel
BO55MYN,JAGUAR,XJ,Blue,Petrol
BO55NBL,PEUGEOT,3008,Blue,Diesel
BO55NHG,BENTLEY,CONTINENTAL,Grey,Petrol
BO55NSX,HONDA,NSX,White,"Hybrid Electric (Clean)"
BO55NWC,"LAND ROVER","DISCOVERY R-DYNAM HSE D MHEV A",Bronze,Diesel
BO55OMB,VOLKSWAGEN,GOLF,Red,Diesel
BO55OMF,MERCEDES-BENZ,C,Black,Diesel
BO55OTJ,AUDI,A6,Black,Diesel
BO55PKR,"LAND ROVER",DEFENDER,Silver,Diesel
BO55PMH,AUDI,TT,Black,Petrol
BO55PSW,AUDI,A3,Silver,Diesel
BO55PTO,VOLKSWAGEN,GOLF,Grey,"Hybrid Electric (Clean)"
BO55PUW,DACIA,DUSTER,Grey,Petrol
BO55PYN,"ASTON MARTIN","V8 VANTAGE",Black,Petrol
BO55RAW,"LAND ROVER","DISCOVERY R-DYNAM HSE D MHEV A",White,Diesel
BO55RCG,JAGUAR,XJ,Grey,Petrol
BO55RHB,FORD,"TRANSIT CUSTOM 280LIMITD EBLUE",Grey,Diesel
BO55RJN,HONDA,CBR600F,Red,Petrol
BO55ROK,MERCEDES,"BENZ CLK 350",Black,Diesel
BO55RPG,FORD,MONDEO,White,Diesel
BO55RTX,"LAND ROVER","R-ROVER VELAR DYN SE D MHEV A",Black,Diesel
BO55RYR,PORSCHE,macan,White,Diesel
BO55SBN,MERCEDES-BENZ,VITO,White,Diesel
BO55SFG,AUDI,A3,Grey,Petrol
BO55SHB,FORD,RANGER,Blue,Diesel
BO55SJX,BENTLEY,"CONTINENTAL GT",Black,Petrol
BO55SMM,"LAND ROVER","RANGE ROVER SPRT DYN SE PHEV A",Grey,"Hybrid Electric (Clean)"
BO55SOZ,"LAND ROVER","RANGE ROVER EVOQUE",Grey,Diesel
BO55STC,AUDI,A6,Black,Diesel
BO55STE,TOYOTA,"RAV4 EXCEL HEV 4X2 CVT",Red,"Hybrid Electric (Clean)"
BO55SYR,"LAND ROVER","RANGE ROVER SPORT",Silver,Diesel
BO55SZA,MERCEDES-BENZ,A-CLASS,White,Diesel
BO55TDD,MERCEDES-BENZ,C,Grey,Petrol
BO55TRC,"LAND ROVER","RANGE ROVER SPORT",Silver,Diesel
BO55TTR,AUDI,TT,Black,Petrol
BO55TZA,"LAND ROVER","RANGE ROVER EVOQUE",White,Petrol
BO55UDL,"LAND ROVER","RANGE ROVER SPORT",White,Petrol
BO55UGZ,BMW,"X3 M COMPETITION AUTO",Bronze,Petrol
BO55UKC,MERCEDES-BENZ,"GLC 300 AMG LINE PREM DE 4M A",Grey,"Electric Diesel"
BO55UKR,"LAND ROVER","RANGE ROVER SPORT",Grey,Diesel
BO55UKS,CHRYSLER,"300 C",Black,Petrol
BO55VAP,FERRARI,F430,Red,Petrol
BO55VCF,MERCEDES-BENZ,E,Silver,Diesel
BO55VRN,BMW,740,Black,Diesel
BO55VVO,VOLVO,XC60,Grey,Diesel
BO55WBC,MERCEDES-BENZ,C,Blue,Diesel
BO55WEM,MERCEDES-BENZ,B-CLASS,Grey,Diesel
BO55WFA,MERCEDES-BENZ,"E 220 AMG LNE NGT ED PRM + D A",Black,Diesel
BO55WGF,BMW,220,White,Diesel
BO55XAF,MERCEDES-BENZ,C,Black,"Electric Diesel"
BO55XAU,TESLA,"MODEL 3",White,Electric
BO55XEM,AUDI,Q5,White,Petrol
BO55XTZ,BMW,"M135I XDRIVE AUTO",White,Petrol
BO55YDG,AUDI,RS6,Blue,Petrol
BO55YKW,BMW,"X5 XDRIVE40D M SPORT MHEV AUTO",Grey,"Electric Diesel"
BO55YNA,"LAND ROVER","RANGE ROVER",White,Diesel
BO55YPP,PORSCHE,"TAYCAN 4S 79KWH",Black,Electric
BO55ZAP,TESLA,"MODEL S",Silver,Electric
BO55ZDW,MINI,COOPER,Black,Petrol
BO55ZEK,AUDI,Q5,White,Diesel
BO55ZKE,FORD,"TRANSIT CUSTOM",White,Diesel
BO55ZPK,MINI,"MINI (R60)",White,Petrol
BO55ELV,RENAULT,"MEGANE ICONIC COMFORT RANGE EV",Blue,Electric
BO55KRN,MERCEDES-BENZ,SPRINTER,White,Diesel
BO55BGJ,MERCEDES-BENZ,A-CLASS,White,Petrol
BO55SPF,FORD,TRANSIT,Black,Diesel
BO55BWA,BMW,"6 SERIES",Grey,Diesel
BO55AAR,PORSCHE,BOXSTER,White,Petrol
BO55ADS,HONDA,"CR-V EX I-MMD CVT",Black,"Hybrid Electric (Clean)"
BO55AKR,"LAND ROVER","RANGE ROVER",Black,Diesel
BO55ALT,"LAND ROVER","RANGE ROVER SPORT HST AUTO",Red,Petrol
BO55AOB,SEAT,"ATECA FR SPORT ECOTSI S-A",Grey,Petrol
BO55AVM,BMW,"3 SERIES",Black,Diesel
BO55AWA,VOLKSWAGEN,GOLF,Black,Diesel
BO55BAE,MERCEDES-BENZ,ML,Grey,Diesel
BO55BAM,AUDI,A4,Grey,Diesel
BO55BDM,FORD,RANGER,Black,Diesel
BO55BFG,FORD,UNKNOWN,White,Petrol
BO55BMC,"LAND ROVER","RANGE ROVER SPORT",White,Diesel
BO55BOG,MERCEDES-BENZ,ML,Black,Petrol
BO55CKB,FIAT,PANDA,White,Petrol
BO55CKP,VAUXHALL,COMBO,Black,Diesel
BO55CMM,BMW,"M340D XDRIVE MHEV AUTO",Grey,"Electric Diesel"
BO55CPE,MERCEDES,"E CLASS",Black,Diesel
BO55CRD,FORD,S-MAX,Black,Diesel
BO55CYN,HONDA,CR-V,White,Petrol
BO55DDF,FORD,RANGER,White,Diesel
BO55DJN,BENTLEY,"FLYING SPUR W12 AUTO",Grey,Petrol
BO55DRL,"ASTON MARTIN",VANTAGE,Grey,Petrol
BO55DUA,"LAND ROVER","RANGE ROVER EVOQUE",Black,Diesel
BO55DVZ,CITROEN,DISPATCH,Silver,Diesel
BO55EJX,AUDI,A3,White,Diesel
BO55ERS,HONDA,CR-V,Red,Petrol
BO55ETL,"LAND ROVER","RANGE ROVER AUTOBIO PHEV AUTO",White,"Hybrid Electric (Clean)"
BO55FDH,"LAND ROVER","RANGE ROVER VELAR",Grey,Diesel
BO55FDY,BMW,X5,Blue,Diesel
BO55GBM,PEUGEOT,"208 ALLURE PREMIUM EV",Yellow,Electric
BO55GBZ,FORD,TRANSIT,Black,Diesel
BO55GDK,BMW,M6,Grey,Petrol
BO55GPS,KIA,SORENTO,Silver,Diesel
BO55GUK,TOYOTA,PRIUS,Silver,"Hybrid Electric (Clean)"
BO55GWM,FORD,TRANSIT,White,Diesel
BO55HRC,AUDI,A4,Black,Petrol
BO55HUG,FORD,RANGER,White,Diesel
BO55HXD,AUDI,Q5,Blue,Petrol
BO55JDO,BMW,"IX XDRIVE40 M SPORT EDITION",Red,Electric
BO55JGG,AUDI,Q7,Silver,Diesel
BO55JLD,"LAND ROVER",DEFENDER,Green,Diesel
BO55JLY,VAUXHALL,ASTRA,Black,Petrol
BO55JRS,MOBILVETTA,"K-YACHT TEKNOLINE 79",White,Diesel
BO55JTH,VOLKSWAGEN,TRANSPORTER,Grey,Diesel
BO55JUM,MERCEDES-BENZ,E,White,Diesel
BO55KBA,PORSCHE,"CAYENNE TURBO S E-HYBRID AUTO",Black,"Hybrid Electric (Clean)"
BO55KED,BMW,M4,Grey,Petrol
BO55KEZ,"LAND ROVER",SPORT,Grey,Petrol
BO55KOS,VOLKSWAGEN,CRAFTER,White,Diesel
BO55KRM,VOLKSWAGEN,CRAFTER,White,Diesel
BO55KXC,MERCEDES-BENZ,E,Black,Diesel
BO55LLY,"LAND ROVER","RANGE ROVER VELAR",Silver,Petrol
BO55LTB,VOLKSWAGEN,GOLF,White,Petrol
BO55LTC,"LAND ROVER","RANGE ROVER SPORT",Black,Diesel
BO55MAF,MERCEDES-BENZ,GLC,Blue,Petrol
BO55MBY,AUDI,"RS 6 V-SPRUNG TFSI MHEV QUAT A",Black,Petrol
BO55MGM,MERCEDES-BENZ,SPRINTER,White,Diesel
BO55MGP,MINI,COOPER,White,Petrol
BO55MKC,JAGUAR,XKR,Grey,Petrol
BO55MMF,MERCEDES-BENZ,E,White,Diesel
BO55MVR,"LAND ROVER","RANGE ROVER SPORT",Silver,Petrol
BO55MWL,FERRARI,"PORTOFINO S-A",Blue,Petrol
BO55NAW,LEXUS,"NX 450H + F SPORT PHEV CVT",White,"Hybrid Electric (Clean)"
BO55NDA,CITROEN,"DISPATCH 1400 DRIVER BHDI S/S",Grey,Diesel
BO55NDZ,"LAND ROVER","RANGE ROVER SPORT",Blue,Diesel
BO55NJO,NISSAN,"QASHQAI N-CONNECTA E-POWER A",Grey,"Hybrid Electric (Clean)"
BO55NLA,VOLVO,XC40,Black,Petrol
BO55NOM,"LAND ROVER","RANGE ROVER EVOQUE R-DYN S D A",Black,Diesel
BO55NZF,BMW,"3 SERIES",White,Petrol
BO55OCL,"LAND ROVER",DISCOVERY,Black,Diesel
BO55OGC,FORD,TRANSIT,Black,Diesel
BO55OJJ,"LAND ROVER",DISCOVERY,Blue,Diesel
BO55OLA,BMW,"2 SERIES",Black,Petrol
BO55OTC,AUDI,A8,Black,Diesel
BO55OZD,TESLA,"MODEL 3 PERFORMANCE AWD",White,Electric
BO55PAF,MERCEDES-BENZ,X,Blue,Diesel
BO55PAR,FORD,"TRANSIT CONNECT 250ACTV EBLU A",Grey,Diesel
BO55PDB,MERCEDES-BENZ,GLE,Grey,Diesel
BO55PES,VOLKSWAGEN,TRANSPORTER,Black,Diesel
BO55PNP,LEXUS,NX,Silver,"Hybrid Electric (Clean)"
BO55PYM,HONDA,"CBR 1000 RR-D",Orange,Petrol
BO55RBE,MAN,UNKNOWN,White,Diesel
BO55REY,"LAND ROVER","RANGE ROVER SPORT",Black,Diesel
BO55RFC,BMW,"3 SERIES",Brown,Petrol
BO55RJJ,"LAND ROVER","RANGE ROVER",Maroon,Petrol
BO55RJZ,MERCEDES-BENZ,C,White,Petrol
BO55RKZ,BMW,330,Grey,"Hybrid Electric (Clean)"
BO55RMA,"LAND ROVER",DEFENDER,Red,Diesel
BO55RPZ,BMW,"X5 XDRIVE50E M SPORT AUTO",Black,"Hybrid Electric (Clean)"
BO55RSN,"LAND ROVER","RANGE ROVER EVOQUE",Black,Diesel
BO55RSS,LEXUS,GS,Black,"Hybrid Electric (Clean)"
BO55SDC,MERCEDES-BENZ,A-CLASS,Black,Diesel
BO55SFW,FORD,"TRANSIT CUSTOM 320LIMITD EBLUE",Black,Diesel
BO55SGB,"LAND ROVER","RANGE ROVER SPORT",Black,Diesel
BO55SKV,AUDI,A1,White,Petrol
BO55SSU,AUDI,"A6 SPORT 40 TFSI MHEV S-A",White,Petrol
BO55SUF,"LAND ROVER","RANGE ROVER SPORT",Black,Diesel
BO55SUN,BENTLEY,BENTAYGA,Grey,Petrol
BO55TCS,MAZDA,CX-5,White,Diesel
BO55TRH,FERRARI,"FF V12",Grey,Petrol
BO55UKH,MERCEDES-BENZ,E,Silver,Diesel
BO55UKM,"HARLEY DAVIDSON",XL,Black,Petrol
BO55VRR,NISSAN,NAVARA,Black,Diesel
BO55VTG,"ASTON MARTIN",VANTAGE,Black,Petrol
BO55VYV,RENAULT,CLIO,Red,Petrol
BO55WDP,BMW,X5,White,Diesel
BO55WGE,BMW,I8,Silver,"Hybrid Electric (Clean)"
BO55WLA,HARLEY-DAVIDSON,"FXDB STREET BOB",Black,Petrol
BO55WMB,VOLKSWAGEN,LT,White,Diesel
BO55WUZ,VOLKSWAGEN,TRANSPORTER,Grey,Diesel
BO55YES,BMW,X5,Grey,Diesel
BO55YGC,MITSUBISHI,ASX,White,Diesel
BO55YJJ,VAUXHALL,INSIGNIA,Black,Diesel
BO55YJO,FIAT,UNKNOWN,Silver,Diesel
BO55YPW,MASERATI,GRANCABRIO,Red,Petrol
BO55YWG,BMW,120,Black,Petrol
BO55ZBY,BMW,640,Black,Diesel
BO55ZFG,MAZDA,3,Silver,Petrol
BO55ZHZ,KAWASAKI,"ZR 1000 RPFNN",Grey,Petrol
BO55ZLJ,TOYOTA,"HILUX INVINCIB X D-4D4WD DCB A",Grey,Diesel
BO55ZSC,FORD,"TRANSIT CUSTOM 320LMTD EBLUE A",Grey,Diesel
BO55DUN,FORD,"TRANSIT CUSTOM 280LMTD EBLUE A",Black,Diesel
BO55SEA,PORSCHE,macan,Black,Diesel
BO55PRW,MINI,COUNTRYMAN,Grey,Petrol
BO55BVH,TRIUMPH,THUNDERBIRD,Black,Petrol
BO55ZDC,AUDI,A3,White,Diesel
BO55YSH,MERCEDES-BENZ,"AMG A 45 S 4MATIC+ PLUS AUTO",White,Petrol
BO55NYL,MERCEDES-BENZ,"GLC 300 AMG LN PREM+ MHEV 4M A",Black,"Hybrid Electric (Clean)"
BO55ECX,MERCEDES-BENZ,E,White,Diesel
BO55RWP,MERCEDES-BENZ,E,White,Diesel
BO55ACV,"LAND ROVER",DEFENDER,Black,Diesel
BO55AGT,AUDI,"Q5 S LN ED1 40TDI MHEV QUAT SA",Grey,Diesel
BO55AHC,MERCEDES-BENZ,GLE,Silver,Petrol
BO55ALU,AUDI,Q7,Grey,Diesel
BO55AME,BMW,"840D XDRIVE M SPORT MHEV AUTO",Black,"Electric Diesel"
BO55ATK,MAZDA,"CX-5 SPORT BLACK EDITION AUTO",Grey,Petrol
BO55AUG,BMW,X4,Black,Petrol
BO55BEE,LEXUS,RX,Black,"Hybrid Electric (Clean)"
BO55BJL,"LAND ROVER","RANGE ROVER",Silver,Diesel
BO55BML,"LAND ROVER","RANGE ROVER",Grey,Diesel
BO55BVU,VAUXHALL,VIVARO,Black,Diesel
BO55CHC,PORSCHE,PANAMERA,Black,"Hybrid Electric (Clean)"
BO55COH,RENAULT,"GRAND SCENIC",Blue,Diesel
BO55DCC,BMW,"IX M60",Black,Electric
BO55DCR,VOLKSWAGEN,TRANSPORTER,Black,Diesel
BO55DFH,"LAND ROVER","RANGE ROVER SPORT",Black,Petrol
BO55DGW,"LAND ROVER","RANGE ROVER SPORT",Blue,Petrol
BO55DJC,BMW,Z4,Black,Petrol
BO55DLC,JAGUAR,F-PACE,Grey,Diesel
BO55DRW,BENTLEY,CONTINENTAL,Black,Petrol
BO55DTF,BMW,I8,White,"Hybrid Electric (Clean)"
BO55DXS,FORD,TRANSIT,Grey,Diesel
BO55EAJ,BENTLEY,UNKNOWN,Brown,Petrol
BO55EEJ,"LAND ROVER","RANGE ROVER VELAR",White,Diesel
BO55FDC,FORD,RANGER,Black,Diesel
BO55FWF,"LAND ROVER","RANGE ROVER SPORT",Black,Diesel
BO55GAG,"LAND ROVER","RANGE ROVER",Grey,Diesel
BO55GDT,FORD,RANGER,Black,Diesel
BO55GNA,NISSAN,JUKE,White,Petrol
BO55GOJ,HONDA,CBR600FA,White,Petrol
BO55GYR,"LAND ROVER",FREELANDER,Black,Diesel
BO55GZM,MERCEDES-BENZ,CLS,Silver,Diesel
BO55HFM,"LAND ROVER","RANGE ROVER SPORT",Silver,Diesel
BO55HHN,VOLVO,XC90,Grey,Diesel
BO55HLE,"LAND ROVER",DISCOVERY,Black,Diesel
BO55JAD,AUDI,Q5,Black,Diesel
BO55JKB,VOLKSWAGEN,TRANSPORTER,Black,Diesel
BO55JNM,VAUXHALL,INSIGNIA,Black,Diesel
BO55KAE,SUZUKI,SWIFT,Black,Petrol
BO55KAU,MERCEDES-BENZ,GLC,Silver,Diesel
BO55KCL,FORD,"TRANSIT CUSTOM 320LMTD EBLUE A",Black,Diesel
BO55KHC,VOLKSWAGEN,TRANSPORTER,Grey,Diesel
BO55KRR,VOLKSWAGEN,GOLF,Blue,Petrol
BO55KSG,FORD,TRANSIT,Silver,Diesel
BO55KSS,MERCEDES-BENZ,S-Class,Silver,Diesel
BO55LMO,"LAND ROVER","RANGE ROVER SPRT SVR CRBN ED A",Grey,Petrol
BO55LOO,TOYOTA,"LAND CRUISER INVINCIBLE D AUTO",Black,Diesel
BO55LWH,AUDI,A3,Blue,Petrol
BO55MEL,"LAND ROVER","RANGE ROVER SPORT",White,Diesel
BO55MFM,JAGUAR,XE,Blue,Diesel
BO55MLE,"LAND ROVER","RANGE ROVER",Black,Diesel
BO55NAT,BMW,X1,Blue,Diesel
BO55NBR,AUDI,A6,White,Diesel
BO55NHC,JAGUAR,F-PACE,Black,Diesel
BO55NLM,BMW,118,White,Petrol
BO55NRG,TESLA,"MODEL S PERFORM LUDICROUS AWD",Grey,Electric
BO55NYH,BMW,"3 SERIES",Grey,Diesel
BO55OEB,VOLKSWAGEN,TRANSPORTER,Silver,Diesel
BO55OKE,BMW,X5,Black,Diesel
BO55ONC,MERCEDES-BENZ,VITO,Grey,Diesel
BO55OOF,BMW,"2 SERIES",Silver,Petrol
BO55OOS,"LAND ROVER","RANGE ROVER SPORT",Black,Diesel
BO55PAE,NISSAN,QASHQAI,Red,Diesel
BO55PHS,VOLKSWAGEN,CADDY,White,Diesel
BO55PJG,FORD,MUSTANG,Green,Petrol
BO55PKC,MERCEDES-BENZ,E,Black,Diesel
BO55PLH,AUDI,"Q7 S LN VOR 50 TDI MHEV QUAT A",Black,Diesel
BO55POR,JAGUAR,XKR,Black,Petrol
BO55RCC,BMW,"M760E XDRIVE AUTO",Grey,"Hybrid Electric (Clean)"
BO55RDG,KIA,SORENTO,Silver,Diesel
BO55RFK,AUDI,Q2,Grey,Petrol
BO55RKK,"LAND ROVER","RANGE ROVER AUTOBIO D MHEV A",Black,Diesel
BO55RLK,AUDI,TT,Black,Petrol
BO55RPH,BENTLEY,CONTINENTAL,Grey,Petrol
BO55RRR,PIAGGIO,VESPA,Black,Petrol
BO55RYJ,FORD,FIESTA,White,Petrol
BO55RZZ,"LAND ROVER","RANGE ROVER SPORT",Black,Diesel
BO55SDV,VOLKSWAGEN,AMAROK,Grey,Diesel
BO55SFS,"LAND ROVER","DISCOVERY SPORT",White,Diesel
BO55SJR,RENAULT,TRAFIC,Black,Diesel
BO55TYE,MERCEDES-BENZ,C,Black,Petrol
BO55UDS,MERCEDES-BENZ,SPRINTER,White,Diesel
BO55UMB,PEUGEOT,"208 GT LINE PURETECH S/S AUTO",Yellow,Petrol
BO55VEK,TOYOTA,"HILUX INVINCIB X D-4D4WD DCB A",Grey,Diesel
BO55VKH,MERCEDES-BENZ,E,Silver,Petrol
BO55VNM,"LAND ROVER","RANGE ROVER SPRT SVR CRBN ED A",White,Petrol
BO55VWC,VOLKSWAGEN,"TRANSPORTER T28 STARTLINE TDI",Grey,Diesel
BO55WHC,FORD,"TRANSIT CUSTOM",Blue,Diesel
BO55WLS,FORD,RANGER,White,Diesel
BO55WLW,BMW,118,White,Diesel
BO55XJK,AUDI,A4,Red,Diesel
BO55YBL,BMW,"Z4 M40I AUTO",Red,Petrol
BO55YBO,"SMART (MCC)","FORTWO COUPE",White,Diesel
BO55YFU,AUDI,A1,Grey,Petrol
BO55YJB,BMW,"M3 COMPETITION M XDRIVE AUTO",Black,Petrol
BO55YKT,"LAND ROVER","RANGEROVER V8 SC AUTO",White,Petrol
BO55YMM,MERCEDES-BENZ,S-Class,Black,Petrol
BO55ZJH,JAGUAR,F-PACE,Black,Diesel
BO55ZOH,BMW,X6,White,Diesel
BO55ZOS,MITSUBISHI,"OUTLANDER EXCEED CVT",Blue,Petrol
BO55ZRM,BMW,420,Grey,Diesel
BO55CKK,KIA,"NIRO 2 HEV S-A",White,"Hybrid Electric (Clean)"
BO55ETA,FIAT,124,White,Petrol
BO55NVP,PEUGEOT,508,Silver,Diesel
BO55DSG,AUDI,A3,Blue,Petrol
BO55EZY,AUDI,Q5,Red,Diesel
BO55THX,BMW,420,White,Diesel
BO55DVN,"LAND ROVER","RANGE ROVER EVOQUE",Red,Diesel
BO55CNV,FORD,"TRANSIT CUSTOM 300LMTD EBLUE A",Silver,Diesel
